apogee_id,glon,glat,snr,vhelio_avg,vscatter,teff,logg,m_h,alpha_m
2M10453496+4537144,168.01002,58.96424,74.00306,-16.86265,0.2004016,4131.736,4.678799,-0.41246,0.0367643
2M10454920+2042398,218.70634,60.66681,109.4243,-15.02659,0.1083447,5100.122,4.485361,0.29194,0.0202053
2M10454936+4258066,172.76492,60.06964,71.76669,-55.19063,0.03971392,5044.225,4.538268,-0.071721,0.1051153
2M10455279+1929324,221.04212,60.26684,1042.941,-16.64203,0.05437237,4734.825,2.515671,-0.21526,0.056676
2M10460189+4339418,171.45478,59.84249,90.95274,-16.53458,0.02034708,4749.673,4.568855,0.094261,-0.0014006
2M10460189+4339418,171.45478,59.84249,90.95274,-16.53458,0.02034708,4749.673,4.568855,0.094261,-0.0014006
2M10461203+4358274,170.8593,59.74789,46.13242,16.11367,0.3514595,4556.664,4.604126,-0.33254,0.0192763
2M10461203+4358274,170.8593,59.74789,46.13242,16.11367,0.3514595,4556.664,4.604126,-0.33254,0.0192763
2M10462294+2033495,219.07835,60.74344,216.4926,-5.209419,0.05898787,4195.904,4.617651,-0.17112,-0.0332427
2M10462457+4350102,171.08187,59.83708,62.95003,19.76811,0.05969073,5120.249,4.510366,0.11581,0.0224063
2M10462457+4350102,171.08187,59.83708,62.95003,19.76811,0.05969073,5120.249,4.510366,0.11581,0.0224063
2M10463646+4324232,171.84421,60.03732,208.4097,6.004972,0.03945419,3843.869,4.642734,0.048127,-0.0503947
2M10463646+4324232,171.84421,60.03732,208.4097,6.004972,0.03945419,3843.869,4.642734,0.048127,-0.0503947
2M10465216+4523138,168.22917,59.26872,119.6242,-19.36696,17.29428,-9999,-9999,-9999,-9999
2M10465216+4523138,168.22917,59.26872,119.6242,-19.36696,17.29428,-9999,-9999,-9999,-9999
2M10465392+4359507,170.7176,59.85386,62.00798,12.28538,0.2494531,4188.553,4.59895,-0.14272,-0.0604707
2M10465392+4359507,170.7176,59.85386,62.00798,12.28538,0.2494531,4188.553,4.59895,-0.14272,-0.0604707
2M10465615+4348202,171.0631,59.93638,51.38213,15.8764,0.07318211,4898.729,4.541309,-0.089969,0.0676563
2M10465615+4348202,171.0631,59.93638,51.38213,15.8764,0.07318211,4898.729,4.541309,-0.089969,0.0676563
2M10465958+4336355,171.41466,60.02288,59.39228,-2.70996,0.07887043,5048.97,4.517517,0.19793,0.0427983
2M10465958+4336355,171.41466,60.02288,59.39228,-2.70996,0.07887043,5048.97,4.517517,0.19793,0.0427983
2M10470276+4524102,168.17514,59.28983,99.17075,-30.22497,0.1132342,5260.089,4.537705,-0.13747,0.1589553
2M10470276+4524102,168.17514,59.28983,99.17075,-30.22497,0.1132342,5260.089,4.537705,-0.13747,0.1589553
2M10471850+4334192,171.43969,60.09023,62.73947,15.29044,0.07322208,4293.604,4.58762,0.19579,-0.0549997
2M10471850+4334192,171.43969,60.09023,62.73947,15.29044,0.07322208,4293.604,4.58762,0.19579,-0.0549997
2M10472144+4531143,167.92097,59.28732,143.657,0.6380577,0.2234985,5247.352,3.410338,-0.21445,0.06883
2M10472144+4531143,167.92097,59.28732,143.657,0.6380577,0.2234985,5247.352,3.410338,-0.21445,0.06883
2M10473407+4438426,169.44655,59.6973,128.7957,9.551202,0.28955,5019.193,3.623257,-0.14375,0.153355
2M10473407+4438426,169.44655,59.6973,128.7957,9.551202,0.28955,5019.193,3.623257,-0.14375,0.153355
2M10473529+4305217,172.29626,60.3235,76.47043,1.332105,0.2111805,4076.79,4.653625,-0.25122,0.0025879
2M10473862+4342165,171.14738,60.09376,61.11637,31.77003,0.3252261,3958.529,4.690952,-0.31268,0.0990893
2M10473862+4342165,171.14738,60.09376,61.11637,31.77003,0.3252261,3958.529,4.690952,-0.31268,0.0990893
2M10475408+4536492,167.67496,59.33155,103.6273,-0.1085468,0.1056004,3499.999,4.654051,-9999,-9999
2M11300474+0304275,260.46425,59.0648,123.9892,27.82354,0.01898572,5130.222,3.550801,-0.41793,0.147015
2M11300474+0304275,260.46425,59.0648,123.9892,27.82354,0.01898572,5130.222,3.550801,-0.41793,0.147015
2M11300559+0453527,258.24086,60.50511,134.4017,0.3956835,0.09045473,4511.217,4.61419,-0.12976,-0.0024108
2M11300559+0453527,258.24086,60.50511,134.4017,0.3956835,0.09045473,4511.217,4.61419,-0.12976,-0.0024108
2M11303920+0512553,258.05433,60.83955,98.89645,43.94715,0.02938552,4722.583,4.571716,0.078489,-0.0008603
2M11303920+0512553,258.05433,60.83955,98.89645,43.94715,0.02938552,4722.583,4.571716,0.078489,-0.0008603
2M11323868+0329319,260.98039,59.78299,146.6309,-21.05672,0.05228285,4928.406,3.504666,-0.1462,0.086415
2M11323868+0329319,260.98039,59.78299,146.6309,-21.05672,0.05228285,4928.406,3.504666,-0.1462,0.086415
2M11323868+0329319,260.98039,59.78299,146.6309,-21.05672,0.05228285,4928.406,3.504666,-0.1462,0.086415
2M11324472+0518338,258.77084,61.23919,85.79705,-1.74383,0.1585478,4579.049,4.586514,-0.026363,-0.0660167
2M11324960+0407010,260.30211,60.30992,240.4864,5.133746,0.09011772,4013.182,4.647194,-0.20127,-0.0369887
2M11324960+0407010,260.30211,60.30992,240.4864,5.133746,0.09011772,4013.182,4.647194,-0.20127,-0.0369887
2M11324960+0407010,260.30211,60.30992,240.4864,5.133746,0.09011772,4013.182,4.647194,-0.20127,-0.0369887
2M11325256+0253377,261.77065,59.33455,101.6553,53.62531,0.04727023,4629.437,4.573593,0.15574,0.0506583
2M11325256+0253377,261.77065,59.33455,101.6553,53.62531,0.04727023,4629.437,4.573593,0.15574,0.0506583
2M11334886+0440471,260.00588,60.90678,93.73111,30.90865,28.06181,-9999,-9999,-9999,-9999
2M11334886+0440471,260.00588,60.90678,93.73111,30.90865,28.06181,-9999,-9999,-9999,-9999
2M11334886+0440471,260.00588,60.90678,93.73111,30.90865,28.06181,-9999,-9999,-9999,-9999
2M11340742+0308141,261.98769,59.71425,268.6924,5.904964,0.01970713,5038.928,2.495814,-0.60999,0.267175
2M11340742+0308141,261.98769,59.71425,268.6924,5.904964,0.01970713,5038.928,2.495814,-0.60999,0.267175
2M11340742+0308141,261.98769,59.71425,268.6924,5.904964,0.01970713,5038.928,2.495814,-0.60999,0.267175
2M11353785+0434016,260.89069,61.08989,111.3462,16.01783,7.644772,4269.766,4.582096,-0.37134,-0.0407247
2M11353785+0434016,260.89069,61.08989,111.3462,16.01783,7.644772,4269.766,4.582096,-0.37134,-0.0407247
2M11354740+0334006,262.16225,60.30574,338.6125,8.581784,0.01724478,4983.285,4.568777,0.038545,-0.0097437
2M11354740+0334006,262.16225,60.30574,338.6125,8.581784,0.01724478,4983.285,4.568777,0.038545,-0.0097437
2M11354740+0334006,262.16225,60.30574,338.6125,8.581784,0.01724478,4983.285,4.568777,0.038545,-0.0097437
2M11360612+0339036,262.1912,60.4195,56.78279,-11.76697,0.4723943,3437.521,4.66015,-9999,-9999
2M11360612+0339036,262.1912,60.4195,56.78279,-11.76697,0.4723943,3437.521,4.66015,-9999,-9999
2M11360612+0339036,262.1912,60.4195,56.78279,-11.76697,0.4723943,3437.521,4.66015,-9999,-9999
2M11361756+0447369,260.88391,61.37001,77.18725,-32.37937,0.1604407,4640.809,4.478634,-0.67604,0.1116053
2M11361756+0447369,260.88391,61.37001,77.18725,-32.37937,0.1604407,4640.809,4.478634,-0.67604,0.1116053
2M11362004+0324549,262.56273,60.26095,71.65598,-7.895087,0.07520112,4821.302,4.52951,-0.24361,0.0378333
2M11362004+0324549,262.56273,60.26095,71.65598,-7.895087,0.07520112,4821.302,4.52951,-0.24361,0.0378333
2M11362004+0324549,262.56273,60.26095,71.65598,-7.895087,0.07520112,4821.302,4.52951,-0.24361,0.0378333
2M11370837+0420334,261.79307,61.13188,92.06701,80.52362,0.09474041,3943.47,4.653093,-0.29941,-0.0034586
2M11370837+0420334,261.79307,61.13188,92.06701,80.52362,0.09474041,3943.47,4.653093,-0.29941,-0.0034586
2M11371044+0426553,261.67813,61.22275,69.00395,16.4836,0.3668958,4523.101,4.583979,-0.072773,0.0425383
2M11371044+0426553,261.67813,61.22275,69.00395,16.4836,0.3668958,4523.101,4.583979,-0.072773,0.0425383
2M11383521+2617139,211.74601,73.72278,44.05297,3.993547,0.9061813,3988.858,4.631943,-0.041715,-0.0516917
2M11383521+2617139,211.74601,73.72278,44.05297,3.993547,0.9061813,3988.858,4.631943,-0.041715,-0.0516917
2M11385206+2739327,206.85914,73.89754,108.4585,-8.274823,0.1649292,4158.017,4.613877,-0.035614,-0.0553947
2M11385206+2739327,206.85914,73.89754,108.4585,-8.274823,0.1649292,4158.017,4.613877,-0.035614,-0.0553947
2M11385541+2634421,210.74139,73.83092,41.3078,-17.60357,0.3681685,3790.425,4.646101,-0.04542,-0.0405517
2M11385541+2634421,210.74139,73.83092,41.3078,-17.60357,0.3681685,3790.425,4.646101,-0.04542,-0.0405517
2M11392626+2643255,210.26179,73.95989,51.00787,-25.60787,0.1353625,4581.14,4.570699,-0.06085,0.0190173
2M11392626+2643255,210.26179,73.95989,51.00787,-25.60787,0.1353625,4581.14,4.570699,-0.06085,0.0190173
2M11395212+2612017,212.18499,73.99709,63.62384,-45.53893,0.02086757,4515.316,4.59277,0.12362,0.0297963
2M11395212+2612017,212.18499,73.99709,63.62384,-45.53893,0.02086757,4515.316,4.59277,0.12362,0.0297963
2M11395218+2545354,213.76458,73.93529,86.08566,8.92063,0.05954432,4563.662,4.611723,-0.21483,0.0196363
2M11395218+2545354,213.76458,73.93529,86.08566,8.92063,0.05954432,4563.662,4.611723,-0.21483,0.0196363
2M11401773+2610089,212.34287,74.08803,4.218128,-36.49284,0,-9999,-9999,-9999,-9999
2M11401773+2610089,212.34287,74.08803,4.218128,-36.49284,0,-9999,-9999,-9999,-9999
2M11403275+2751131,206.19524,74.2751,128.0665,-0.9069159,0.1629329,3935.12,4.687026,-0.18657,0.0431773
2M11403275+2751131,206.19524,74.2751,128.0665,-0.9069159,0.1629329,3935.12,4.687026,-0.18657,0.0431773
2M11403565+2757249,205.81502,74.28816,78.53014,4.590569,0.08019212,4692.241,4.587647,-0.027388,0.0188453
2M11403565+2757249,205.81502,74.28816,78.53014,4.590569,0.08019212,4692.241,4.587647,-0.027388,0.0188453
2M11404758+2600052,213.00554,74.17618,101.5187,-1.881495,0.8562697,4090.413,4.612834,-0.15462,-0.0755307
2M11404758+2600052,213.00554,74.17618,101.5187,-1.881495,0.8562697,4090.413,4.612834,-0.15462,-0.0755307
2M11410457+2708131,208.86438,74.35821,125.7102,-26.93909,0.1464319,4540.24,4.605528,-0.15639,0.0308013
2M11410457+2708131,208.86438,74.35821,125.7102,-26.93909,0.1464319,4540.24,4.605528,-0.15639,0.0308013
2M11410571+2654452,209.69522,74.3452,46.23864,7.948494,0.1296545,4746.794,4.584209,-0.069746,0.0126555
2M11410571+2654452,209.69522,74.3452,46.23864,7.948494,0.1296545,4746.794,4.584209,-0.069746,0.0126555
2M11412289+2708533,208.84055,74.42674,174.3972,1.426632,0.1485625,4256.86,4.593995,-0.12344,-0.0590087
2M11412289+2708533,208.84055,74.42674,174.3972,1.426632,0.1485625,4256.86,4.593995,-0.12344,-0.0590087
2M11412476+2711201,208.69073,74.43642,201.0066,1.397642,0.02869431,5098.061,4.551363,0.035779,-0.0010552
2M11412476+2711201,208.69073,74.43642,201.0066,1.397642,0.02869431,5098.061,4.551363,0.035779,-0.0010552
2M11412566+2623202,211.65478,74.36688,66.01221,-29.30971,0.4664183,4706.649,4.551794,-0.4621,0.2053353
2M11412566+2623202,211.65478,74.36688,66.01221,-29.30971,0.4664183,4706.649,4.551794,-0.4621,0.2053353
2M11421335+2655023,209.75552,74.59603,109.6067,9.721594,0.07860115,4771.777,4.607636,-0.10682,0.0333053
2M11421335+2655023,209.75552,74.59603,109.6067,9.721594,0.07860115,4771.777,4.607636,-0.10682,0.0333053
2M11423206+2747541,206.44499,74.71315,146.8321,15.36575,0.1005404,4583.483,4.583359,0.11403,-0.0164477
2M11433354+2640434,210.75947,74.87169,68.10025,-2.890633,0.03068566,4907.939,4.566813,0.16491,0.0116978
2M12273153+2455145,233.94021,84.19307,191.9103,-57.77028,0.2734441,4581.608,1.377697,-1.1514,0.199985
2M12273317+2717177,209.84283,84.68755,90.08178,9.878883,0.1094522,5640.017,4.423517,-0.43238,0.1732853
2M12274623+2532195,228.29067,84.46476,43.99293,21.32828,0.3830391,3866.572,4.655319,-0.27589,-0.0292427
2M12274753+2507399,232.26522,84.32896,231.6953,-8.970235,9.523919,5241.123,4.513557,-0.34052,0.0531283
2M12275131+2556060,224.35079,84.59249,46.78498,9.704492,0,5250.433,3.926136,-0.077359,0.114722
2M12275662+2655186,213.85491,84.76419,134.748,-31.20392,0.1596156,4540.083,4.612863,-0.27051,0.0350913
2M12275749+2624217,219.44947,84.71003,227.8884,-23.58809,0.2357043,5586.881,4.376788,0.11028,0.0478953
2M12275922+2704194,212.21294,84.78109,115.3221,-10.08124,0.09796256,4317.25,4.594054,0.0013068,-0.0218187
2M12280291+2529425,228.92655,84.51061,75.13115,-6.368338,0.316695,3844.253,4.679546,-0.18841,0.0307613
2M12280700+2536059,227.91372,84.55827,93.15174,-59.29882,0.1166184,4992.19,3.133243,-0.73736,0.260245
2M12280826+2534428,228.16103,84.55579,66.79348,-45.82929,0.1334541,5046.406,4.52617,-0.63271,0.0692283
2M12280866+2457532,234.10024,84.33922,117.926,8.808039,0.2352483,3453.612,4.667812,-9999,-9999
2M12281083+2640470,216.55632,84.79606,137.2413,-28.77968,0.1117424,5666.5,4.446546,-0.29841,0.0400683
2M12281218+2511099,232.06497,84.43695,124.6751,64.8154,0.3416992,-9999,-9999,-9999,-9999
2M12281236+2504090,233.17944,84.39329,108.3523,3.842572,0.04307943,4898.211,4.594328,-0.25651,0.0628723
2M12281298+2702416,212.53371,84.83112,58.74679,2.769533,0.6355792,4055.223,4.681192,-0.38598,0.0708793
2M12281366+2712395,210.69018,84.83747,103.1647,-3.752335,0.4828597,3627.059,4.663799,-0.13173,-0.0515567
2M12281386+2502005,233.53831,84.38458,1068.489,-1.805877,4.709353,6076.195,4.455468,-0.097099,-0.0232517
2M12281397+2715328,210.15516,84.83876,368.4447,19.92163,48.81457,5519.695,4.293573,0.077841,-0.0707287
2M12281415+2616367,220.95133,84.74912,175.0809,-12.39427,0.1240248,5063.087,3.756904,-0.14349,0.202785
2M12281616+2625457,219.31782,84.78251,332.1154,4.110544,0.04016905,5550.808,4.424704,0.23093,-0.0161717
2M12281691+2509253,232.41179,84.44268,115.4512,-67.37968,0.1301411,5355.649,4.536891,-0.55456,0.2527953
2M12281883+2536155,228.02942,84.60144,86.16492,-2.816655,0.1634653,5622.708,4.053122,-0.37007,0.1732953
2M12281908+2637085,217.26147,84.81958,145.944,-6.650204,0.2507975,3972.517,4.643627,0.003159,-0.0529427
2M12281943+2619557,220.39399,84.77843,108.8439,-41.60791,0.1451823,3455,4.702802,-9999,-9999
2M12282000+2611598,221.82251,84.75581,105.4037,-17.90319,0.09142643,5433.791,4.513619,-0.11767,0.00453532
2M12282242+2632533,218.05825,84.8229,146.069,-57.16444,0.02144139,4773.381,4.540231,-0.35098,0.0833553
2M12282465+2651158,214.67912,84.86343,160.4064,-21.52499,0.1055288,3667.001,4.645681,-0.30538,-0.0215117
2M12282988+2508455,232.70914,84.48379,230.503,-47.94307,0.08883327,5504.367,4.5075,-0.41323,0.1756853
2M12283139+2646543,215.51262,84.88233,246.4586,-7.33257,0.05211437,5530.014,4.467481,0.24378,-0.0645267
2M12283555+2614594,221.40869,84.82259,276.449,4.230433,2.426488,4854.823,4.527528,0.22236,0.0106997
2M12284101+2519419,231.08842,84.58962,157.622,8.623803,0.1177929,4327.495,4.599217,-0.1073,-0.0116297
2M12284225+1330269,280.50525,75.38005,80.58908,11.07237,0.1178126,4624.867,4.567621,0.10562,0.0218413
2M12284361+2519375,231.13738,84.59836,173.4696,-31.0668,0.2975262,4976.531,4.470843,-0.68945,0.1020833
2M12285431+1438316,279.00805,76.45582,102.6584,-25.53687,0.1424778,4458.262,4.585214,0.059293,0.0510713
2M12285781+2646103,215.75239,84.97911,204.026,1.330116,0.1013043,4522.338,4.643985,-0.41803,0.0268793
2M12285988+2518104,231.61221,84.64697,186.4422,32.199,0.1007872,5025.641,3.322326,-0.18718,0.122313
2M12290977+2621513,220.40638,84.96914,223.9362,16.20396,0.09817755,4653.24,4.58361,0.062631,0.0689103
2M12292108+1453146,279.04511,76.72362,103.1168,-37.53168,0.02753877,4848.13,4.584914,-0.25074,0.0743873
2M12292234+2519547,231.65019,84.73631,88.01661,-2.523405,0.3584754,4054.226,4.641714,-0.25588,-0.0196097
2M12292759+2609129,222.91688,84.99345,156.8951,1.82372,0.09533643,4899.742,4.561502,-0.017148,0.0183273
2M12292988+2617139,221.43224,85.02898,171.0283,-40.96345,0.1553344,4536.472,4.610685,-0.17067,0.0474393
2M12293243+2530436,229.93494,84.83445,162.7049,-25.80758,0.1469828,3930.648,4.641078,-0.095583,-0.0503867
2M12293628+2601013,224.52542,84.99383,397.9066,-0.8990505,0.05982769,5107.444,4.484436,0.31843,0.0188523
2M12294118+2516548,232.44442,84.78399,126.8585,-81.22706,0.2738465,5184.053,2.874718,-1.7302,0.221655
2M12294513+2622341,220.53637,85.10117,80.28701,-7.154953,0.09117738,4158.341,4.632723,-0.16055,-0.0379137
2M12294721+2514509,232.88979,84.79206,917.4658,-14.89345,0.06010806,4435.961,2.097662,-0.43635,0.254715
2M12295539+2551293,226.50236,85.02188,54.06518,-12.32893,0.007628207,3759.552,4.628564,0.16327,-0.0719847
2M12295799+1434540,280.12447,76.4932,499.796,0.6087912,0.0672109,5043.243,3.695945,-0.16549,0.194585
2M12295873+2601514,224.60521,85.07878,60.92258,-44.18817,0.1172832,3720.168,4.755667,-0.37829,0.1147153
2M12300042+2548217,227.13996,85.02538,94.20768,-28.90463,0.2330084,3947.573,4.644458,-0.010086,-0.0432587
2M12300513+2521195,232.05573,84.89496,72.69106,-0.3362305,0.04436321,4867.549,4.549115,-0.17097,0.0540103
2M12300976+1417537,280.73601,76.24459,143.1349,-15.65499,0.06748331,5098.125,3.765901,0.011971,0.046732
2M12301231+1401481,281.16057,75.99622,186.1733,0.5236076,0.1572121,4854.931,4.581213,-0.069862,0.0102395
2M12301560+2536317,229.50507,85.01948,71.15709,-10.03266,0.09735855,4680.944,4.566781,0.16038,0.0076367
2M12301597+1358482,281.28794,75.95423,123.0613,-24.96447,18.4534,-9999,-9999,-9999,-9999
2M12301619+2550241,226.95614,85.09176,57.81407,-16.5891,0.2950493,3804.973,4.714388,-0.24961,-0.0610987
2M12302106+2611284,222.99058,85.19684,159.2024,15.00265,0.150179,4886.436,4.606692,-0.383,0.0645243
2M12302179+2652475,214.76293,85.29951,143.7013,-29.66528,0.1204331,4821.741,4.557604,0.19544,0.0019304
2M12302421+2533559,230.09927,85.0358,61.27366,9.484699,0.3432697,3926.617,4.643618,0.0073097,-0.0418517
2M12211694+1358233,273.29305,75.08123,45.59641,6.984875,1.294865,3930.164,4.624048,0.086957,-0.0528337
2M12211694+1358233,273.29305,75.08123,45.59641,6.984875,1.294865,3930.164,4.624048,0.086957,-0.0528337
2M12211954+1309285,274.69907,74.35498,294.0941,24.7124,0.01319899,4705.48,4.589319,0.032993,0.0168843
2M12211954+1309285,274.69907,74.35498,294.0941,24.7124,0.01319899,4705.48,4.589319,0.032993,0.0168843
2M12214407+1428442,272.76345,75.58111,115.1345,-4.636618,0.1259128,4650.192,4.608961,-0.32824,0.1962653
2M12214407+1428442,272.76345,75.58111,115.1345,-4.636618,0.1259128,4650.192,4.608961,-0.32824,0.1962653
2M12215285+1422296,273.08097,75.50496,182.5702,0.7354714,0.0482695,4173.127,4.615523,-0.064828,-0.0375387
2M12215285+1422296,273.08097,75.50496,182.5702,0.7354714,0.0482695,4173.127,4.615523,-0.064828,-0.0375387
2M12221086+1418193,273.46565,75.4761,320.7695,-9.194508,0.07599082,4637.483,4.606006,-0.088349,0.007581
2M12221086+1418193,273.46565,75.4761,320.7695,-9.194508,0.07599082,4637.483,4.606006,-0.088349,0.007581
2M12222875+1323289,275.27434,74.68617,148.3192,-54.29047,8.213119,-9999,-9999,-9999,-9999
2M12222875+1323289,275.27434,74.68617,148.3192,-54.29047,8.213119,-9999,-9999,-9999,-9999
2M12515036+1251139,303.32868,75.72524,417.6757,-8.830374,0.1167924,5033.745,3.573117,0.17953,0.0168665
2M12515036+1251139,303.32868,75.72524,417.6757,-8.830374,0.1167924,5033.745,3.573117,0.17953,0.0168665
2M12515526+1135330,303.37359,74.46377,54.89213,0.836741,0.1283914,4700.893,4.57367,0.33295,-0.0097787
2M12515526+1135330,303.37359,74.46377,54.89213,0.836741,0.1283914,4700.893,4.57367,0.33295,-0.0097787
2M12515526+1135330,303.37359,74.46377,54.89213,0.836741,0.1283914,4700.893,4.57367,0.33295,-0.0097787
2M12520265+1146598,303.49256,74.6543,101.2981,-31.19684,0.102045,5017.887,4.522361,0.1349,0.0349393
2M12520265+1146598,303.49256,74.6543,101.2981,-31.19684,0.102045,5017.887,4.522361,0.1349,0.0349393
2M12520265+1146598,303.49256,74.6543,101.2981,-31.19684,0.102045,5017.887,4.522361,0.1349,0.0349393
2M12521906+1227490,303.78011,75.33384,90.16371,54.5582,0.0315184,4426.542,4.608263,-0.30317,0.0151273
2M12521906+1227490,303.78011,75.33384,90.16371,54.5582,0.0315184,4426.542,4.608263,-0.30317,0.0151273
2M12521906+1227490,303.78011,75.33384,90.16371,54.5582,0.0315184,4426.542,4.608263,-0.30317,0.0151273
2M12530709+1220393,304.53963,75.21069,120.565,-19.94877,0.2458234,4892.695,4.550907,-0.066746,0.0455053
2M12530709+1220393,304.53963,75.21069,120.565,-19.94877,0.2458234,4892.695,4.550907,-0.066746,0.0455053
2M12531838+1207254,304.69535,74.989,49.98134,86.52836,0.09901799,4972.353,3.638488,-0.59058,0.276455
2M12531838+1207254,304.69535,74.989,49.98134,86.52836,0.09901799,4972.353,3.638488,-0.59058,0.276455
2M12531890+1223153,304.73274,75.25269,85.01699,-9.757627,0.08883112,4710.748,4.549686,-0.44526,0.0418073
2M12531890+1223153,304.73274,75.25269,85.01699,-9.757627,0.08883112,4710.748,4.549686,-0.44526,0.0418073
2M12534982+1244589,305.2798,75.61047,373.7966,-40.88565,0.06257436,4946.433,3.486104,0.47157,0.056533
2M12534982+1244589,305.2798,75.61047,373.7966,-40.88565,0.06257436,4946.433,3.486104,0.47157,0.056533
2M13072103+1459403,320.69913,77.31397,402.5678,7.060583,0.06449577,4689.03,4.603003,-0.044452,-0.0050388
2M13074347+1735443,325.29437,79.75303,159.4956,-14.87561,0.4823522,5756.855,4.097144,-0.01133,0.009682899
2M13080487+1351179,320.07088,76.16979,80.90511,-44.93568,6.797255,4669.834,4.571964,-0.057342,0.0262413
2M13080617+1753494,326.39576,80.00101,852.5082,17.89129,8.337822,-9999,-9999,-9999,-9999
2M13080626+1647271,324.24462,78.96666,131.2496,-13.19928,16.63376,5756.766,4.388488,-0.37923,0.1348753
2M13081231+1755029,326.5697,80.01086,105.1886,11.11147,0.5375777,5846.623,4.214356,-0.42422,0.1709853
2M13081379+1751261,326.47157,79.95283,155.6035,10.15988,0.07804395,4222.049,4.61859,-0.2825,-0.0370137
2M13082501+1328591,319.98175,75.78966,152.4845,-37.83487,0.04787986,4960.394,3.644392,-0.10896,0.099279
2M13082672+1311036,319.68829,75.49984,186.6063,3.528552,0.03339825,4893.648,3.266603,-0.28381,0.239975
2M13083000+1326064,320.00857,75.73802,109.1572,-14.00069,0.05402367,4753.401,4.582531,0.045058,0.0205973
2M13083726+1652044,324.99064,78.99653,174.5482,16.92629,0.07506853,5577.006,4.435686,-0.50092,0.2267753
2M13083736+1726243,326.09249,79.53064,622.5458,2.791612,0.05794628,5687.206,4.369913,-0.11944,0.0243013
2M13083821+1732059,326.3031,79.61761,250.5917,13.35244,0.1326144,5671.034,4.095077,0.0067372,0.002588
2M13083885+1656577,325.17208,79.07059,135.1683,-29.56479,0.03518193,5021.867,3.771697,0.21369,0.073856
2M13084452+1734209,326.51,79.64308,124.03,-24.719,0.04639156,5059.776,4.588295,-0.44265,0.1817653
2M13084966+1813459,328.06874,80.24139,108.1714,2.47412,0.0675538,5507.335,3.961545,-0.15636,-0.0134657
2M13085051+1315112,320.13371,75.54035,74.0846,14.73896,0.02401396,4817.536,4.586523,-0.074452,0.0432153
2M13091604+1725504,326.85614,79.4646,163.9625,-6.161088,0.07159775,5166.173,4.525444,-0.043514,0.0445833
2M13091679+1421514,321.86794,76.57555,127.5429,-2.464426,0.05107669,4849.333,4.579677,-0.0080361,0.0341723
2M13094537+1458139,323.17123,77.11675,102.5675,-2.726069,0.05721627,5033.815,4.510986,0.35226,-0.0095467
2M13094690+1531069,324.01401,77.63296,66.10599,-7.058158,0.07959719,4440.438,4.598529,-0.13697,-0.0322027
2M13100329+1304189,321.06049,75.28436,75.80584,-44.6081,2.294407,4654.129,4.574311,-0.16199,0.0164213
2M13100547+1323084,321.45279,75.58232,67.80428,-6.976991,2.214483,4147.552,4.616528,-0.00703,-0.0451857
2M13100812+1448526,323.33581,76.93972,121.7879,5.786753,0.07805172,4245.264,4.568738,-0.12072,-0.0525447
2M13101163+1412225,322.56473,76.3578,74.12707,-3.106249,0.1034748,4474.804,4.587589,-0.016055,-0.0098547
2M13102529+1709285,327.66114,79.10696,95.43243,-5.44348,30.8579,4838.159,4.577324,0.052569,0.0118563
2M13103141+1530595,324.79398,77.5706,119.8892,14.92404,0.03781768,4741.319,4.58852,-0.030134,0.0322153
2M13103256+1504135,324.12361,77.14929,122.7996,-30.3384,0.0790567,4682.688,4.572098,-0.15327,0.0763583
2M13103359+1734329,328.71899,79.47726,220.4543,-4.903872,0.06906734,4445.489,4.607899,-0.16399,0.0088628
2M13103544+1515370,324.46171,77.32421,87.13943,-71.4775,0.1561385,5016.421,4.576593,-0.5493,0.1758653
2M13103660+1829505,331.00701,80.30698,82.72615,-17.76918,0.248996,5234.38,4.530723,-0.091545,0.0430513
2M13103945+1522362,324.71247,77.4282,106.3028,-15.24006,0.1517606,3988.046,4.653869,-0.2437,-0.0230597
2M13104833+1646156,327.32338,78.71464,156.8405,-31.56807,1.175021,-9999,-9999,-9999,-9999
2M13105402+1710221,328.24748,79.0756,243.3391,-11.58658,0.09340247,5099.542,3.641652,-0.090889,0.057141
2M13105588+1640167,327.27041,78.61104,112.3567,14.38168,22.98927,-9999,-9999,-9999,-9999
2M13110355+1424101,323.67672,76.47779,117.1167,1.198095,0.178556,4902.525,4.589993,-0.53459,0.1919953
2M13110962+1757077,330.31308,79.75932,133.3144,6.573471,0.09589615,3775.856,4.64749,-0.23414,-0.0239967
2M13110965+1733171,329.38423,79.39917,217.4013,20.58121,0.3709776,5691.87,4.06429,0.16822,-0.0208487
2M13111953+1812427,331.15859,79.97583,326.8312,38.69098,0.04900552,5874.854,4.1929,-0.38563,0.0521143
2M13112298+1706211,328.66116,78.968,186.5053,9.915133,0.05229685,5890.585,4.062351,-0.16916,0.0117849
2M13112367+1504370,325.00102,77.08554,93.17556,0.970865,0.1124498,4831.856,4.553465,0.067449,-0.0471267
2M13113070+1643145,328.01578,78.60258,139.9575,-35.56387,0.01697701,5314.43,4.495539,-0.05867,0.0162583
2M13113845+1526478,325.84391,77.41046,149.7546,13.21559,0.04392538,4724.846,4.595304,-0.097612,0.0752493
2M13114288+1435285,324.58865,76.60276,149.6235,-138.4322,0.3295703,5265.85,3.416708,-1.3777,0.229275
2M13114606+1343588,323.4516,75.78841,48.35239,-2.485285,0.08533648,4525.776,4.59266,0.038326,-0.000619
