apogee_id,glon,glat,snr,vhelio_avg,vscatter,teff,logg,m_h,alpha_m
2M11092127+4902519,157.98711,60.55108,163.9548,-5.550038,0.1513638,4788.017,4.594912,-0.40765,0.2000153
2M11092127+4902519,157.98711,60.55108,163.9548,-5.550038,0.1513638,4788.017,4.594912,-0.40765,0.2000153
2M11092527+4759022,159.69576,61.21491,44.96786,-24.87107,0.2043476,3750.737,4.669445,-0.18957,-0.0259117
2M11092527+4759022,159.69576,61.21491,44.96786,-24.87107,0.2043476,3750.737,4.669445,-0.18957,-0.0259117
2M11093039+4903584,157.92608,60.55892,116.3468,-13.75715,0.09780496,4325.196,4.560228,0.15989,-0.0506287
2M11093039+4903584,157.92608,60.55892,116.3468,-13.75715,0.09780496,4325.196,4.560228,0.15989,-0.0506287
2M11093039+4903584,157.92608,60.55892,116.3468,-13.75715,0.09780496,4325.196,4.560228,0.15989,-0.0506287
2M11093592+4805131,159.48843,61.17593,116.1547,-25.19898,0.115898,4920.942,4.578324,-0.22742,0.0302013
2M11093592+4805131,159.48843,61.17593,116.1547,-25.19898,0.115898,4920.942,4.578324,-0.22742,0.0302013
2M11095717+4928274,157.19135,60.35748,302.9784,-28.94671,0.2147455,4881.334,3.724359,0.16654,0.078347
2M11095717+4928274,157.19135,60.35748,302.9784,-28.94671,0.2147455,4881.334,3.724359,0.16654,0.078347
2M11102689+4812141,159.11653,61.21647,71.00138,-78.37442,0.1118158,3867.121,4.625476,-0.06336,-0.0373687
2M11102689+4812141,159.11653,61.21647,71.00138,-78.37442,0.1118158,3867.121,4.625476,-0.06336,-0.0373687
2M11104087+4751382,159.63263,61.45749,47.38041,-22.21952,0.402117,3748.236,4.672751,-0.37785,-0.0187727
2M11104087+4751382,159.63263,61.45749,47.38041,-22.21952,0.402117,3748.236,4.672751,-0.37785,-0.0187727
2M11105352+4908141,157.52194,60.68998,129.6093,-24.28718,12.68663,-9999,-9999,-9999,-9999
2M11105352+4908141,157.52194,60.68998,129.6093,-24.28718,12.68663,-9999,-9999,-9999,-9999
2M11105939+0725366,247.90578,59.09787,180.069,22.12654,0.02757331,4786.878,4.586595,0.060486,-0.0013459
2M11110283+4813371,158.95078,61.28077,75.95122,19.53089,0.3047833,4263.709,4.594838,-0.10611,-0.0380037
2M11110283+4813371,158.95078,61.28077,75.95122,19.53089,0.3047833,4263.709,4.594838,-0.10611,-0.0380037
2M11111955+4853169,157.8245,60.90303,157.2577,14.6848,0.173503,4462.729,4.613708,-0.14932,0.0109832
2M11111955+4853169,157.8245,60.90303,157.2577,14.6848,0.173503,4462.729,4.613708,-0.14932,0.0109832
2M11111955+4853169,157.8245,60.90303,157.2577,14.6848,0.173503,4462.729,4.613708,-0.14932,0.0109832
2M11132115+0813295,247.52287,60.06827,89.08138,10.66039,0.1722222,3825.033,4.657154,-0.36812,-0.0282817
2M11132413+0751146,248.08545,59.82688,122.8908,5.669548,0.06518613,4639.028,4.601273,0.019337,-0.0061891
2M11132866+0715552,248.96095,59.43823,89.56328,-1.048268,0.4297324,3873.405,4.675544,-0.28742,-0.0097267
2M11141575+0617281,250.58932,58.89912,169.0154,40.58744,0.07327959,4713.834,4.493805,0.14895,0.0701943
2M11141575+0617281,250.58932,58.89912,169.0154,40.58744,0.07327959,4713.834,4.493805,0.14895,0.0701943
2M11150270+0824087,247.82706,60.49731,152.2216,1.421347,0.04788604,4954.283,4.567799,-0.031585,-0.0235737
2M11152031+0730005,249.25409,59.93432,175.0302,16.68211,0.1389161,4835.966,4.554401,0.13119,0.0542863
2M11082977+4759562,159.86446,61.08242,101.3959,-39.70823,0.1339236,4805.409,4.593757,0.027088,0.0147553
2M11082977+4759562,159.86446,61.08242,101.3959,-39.70823,0.1339236,4805.409,4.593757,0.027088,0.0147553
2M11105136+4816453,158.90636,61.22341,101.2845,-5.236073,13.01544,-9999,-9999,-9999,-9999
2M11105136+4816453,158.90636,61.22341,101.2845,-5.236073,13.01544,-9999,-9999,-9999,-9999
2M11165215+0718306,250.05709,60.07414,144.037,-2.208152,0.03123815,4830.597,4.565155,0.17296,0.006245
2M11171979+0802365,249.14641,60.66621,262.1639,24.44694,0.113074,4544.479,4.636966,-0.39922,0.0586283
2M11172772+0622400,251.57285,59.52047,139.9561,8.744464,0.05900389,4732.183,4.612724,-0.2583,0.0449043
2M11172772+0622400,251.57285,59.52047,139.9561,8.744464,0.05900389,4732.183,4.612724,-0.2583,0.0449043
2M13345818+3610549,80.02923,77.06438,218.4916,15.69951,0.09045059,4114.197,4.622331,-0.1364,-0.0357837
2M13345971+3907020,88.53625,74.9622,139.5327,-22.77248,0.046785,4025.717,4.649284,-0.18376,-0.0020562
2M13345971+3907020,88.53625,74.9622,139.5327,-22.77248,0.046785,4025.717,4.649284,-0.18376,-0.0020562
2M13350108+3957513,90.55322,74.30498,108.7119,-40.5527,0.07009193,5134.256,4.534984,-0.074492,0.0564723
2M13350108+3957513,90.55322,74.30498,108.7119,-40.5527,0.07009193,5134.256,4.534984,-0.074492,0.0564723
2M13350246+5617288,110.88727,59.80574,102.743,-46.32161,0.07465722,5198.152,3.822926,-0.76975,0.299155
2M13350246+5617288,110.88727,59.80574,102.743,-46.32161,0.07465722,5198.152,3.822926,-0.76975,0.299155
2M13350694+3747331,84.92878,75.929,282.4569,-61.90353,0.07560294,4551.321,2.664623,0.094468,0.122238
2M13350694+3747331,84.92878,75.929,282.4569,-61.90353,0.07560294,4551.321,2.664623,0.094468,0.122238
2M13350812+3856200,88.00668,75.07976,25.28666,-14.97883,0,4823.444,3.429835,0.36969,0.02743067
2M13350812+3856200,88.00668,75.07976,25.28666,-14.97883,0,4823.444,3.429835,0.36969,0.02743067
2M13350960+4020163,91.31888,73.99419,106.078,-14.7785,0.06318647,4590.379,4.601568,-0.091848,-0.0100857
2M13350960+4020163,91.31888,73.99419,106.078,-14.7785,0.06318647,4590.379,4.601568,-0.091848,-0.0100857
2M13351354+4039323,91.98528,73.73158,118.3821,-55.60122,0.02658298,4776,4.551347,-0.29436,0.0743243
2M13351354+4039323,91.98528,73.73158,118.3821,-55.60122,0.02658298,4776,4.551347,-0.29436,0.0743243
2M13352057+3825477,86.55888,75.43323,138.3452,-3.38033,0.03693492,5214.911,4.55887,-0.034311,-0.0064007
2M13352057+3825477,86.55888,75.43323,138.3452,-3.38033,0.03693492,5214.911,4.55887,-0.034311,-0.0064007
2M13352704+3928455,89.16889,74.62854,170.7563,-56.99766,0.02659974,5185.578,3.433518,-0.93584,0.238115
2M13352704+3928455,89.16889,74.62854,170.7563,-56.99766,0.02659974,5185.578,3.433518,-0.93584,0.238115
2M13353087+4003085,90.48137,74.17684,147.1625,-25.5683,0.03916661,4789.688,4.585908,-0.20279,0.0513553
2M13353087+4003085,90.48137,74.17684,147.1625,-25.5683,0.03916661,4789.688,4.585908,-0.20279,0.0513553
2M13353329+3749224,84.75952,75.8469,113.7535,-25.52879,0.07684413,4643.552,4.604868,-0.26044,0.0508113
2M13353329+3749224,84.75952,75.8469,113.7535,-25.52879,0.07684413,4643.552,4.604868,-0.26044,0.0508113
2M13354306+3815510,85.89565,75.50519,136.9251,-18.6722,0.271562,4334.791,4.545363,-0.18062,-0.0621467
2M13354306+3815510,85.89565,75.50519,136.9251,-18.6722,0.271562,4334.791,4.545363,-0.18062,-0.0621467
2M13354488+5444345,109.61122,61.22468,129.9821,-9.867208,0.2493967,4186.131,4.584899,0.062487,-0.1000047
2M13354488+5444345,109.61122,61.22468,129.9821,-9.867208,0.2493967,4186.131,4.584899,0.062487,-0.1000047
2M13354574+3837354,86.84106,75.23256,105.9324,12.71851,0.1782492,5013.916,4.546227,-0.48204,0.2234153
2M13354574+3837354,86.84106,75.23256,105.9324,12.71851,0.1782492,5013.916,4.546227,-0.48204,0.2234153
2M13355003+3628239,80.48302,76.74092,245.8623,-11.09575,0.06865471,4837.426,4.599584,-0.152,0.0394853
2M13355003+3628239,80.48302,76.74092,245.8623,-11.09575,0.06865471,4837.426,4.599584,-0.152,0.0394853
2M13360374+3629558,80.43326,76.68962,103.6422,3.126154,0.1180004,4242.029,4.595795,0.030683,-0.0551567
2M13360374+3629558,80.43326,76.68962,103.6422,3.126154,0.1180004,4242.029,4.595795,0.030683,-0.0551567
2M13360846+3739133,83.9351,75.88608,348.0546,-39.33084,0.08337228,4665.614,4.589416,-0.3379,0.2395753
2M13360846+3739133,83.9351,75.88608,348.0546,-39.33084,0.08337228,4665.614,4.589416,-0.3379,0.2395753
2M13361380+4034278,91.26293,73.68255,138.7701,-29.62206,0.004513578,4683.142,4.54143,0.034664,0.0197043
2M13361380+4034278,91.26293,73.68255,138.7701,-29.62206,0.004513578,4683.142,4.54143,0.034664,0.0197043
2M13364900+5533195,109.90985,60.41089,187.0419,-51.59985,30.6258,-9999,-9999,-9999,-9999
2M13364900+5533195,109.90985,60.41089,187.0419,-51.59985,30.6258,-9999,-9999,-9999,-9999
2M13365769+3713358,82.20128,76.06616,73.59348,-47.93336,0.05795381,4556.088,4.550927,0.065856,0.0272333
2M13365769+3713358,82.20128,76.06616,73.59348,-47.93336,0.05795381,4556.088,4.550927,0.065856,0.0272333
2M13370890+3915280,87.68766,74.58249,61.92624,-47.23357,0.08041091,4838.735,3.246572,-0.21355,0.214635
2M13370890+3915280,87.68766,74.58249,61.92624,-47.23357,0.08041091,4838.735,3.246572,-0.21355,0.214635
2M13371250+4011543,89.90159,73.85953,84.85532,-19.75626,0.1902764,4583.42,4.597632,0.011414,0.00336808
2M13371250+4011543,89.90159,73.85953,84.85532,-19.75626,0.1902764,4583.42,4.597632,0.011414,0.00336808
2M13324520+3834295,88.46805,75.65818,109.3631,-43.45478,0.09505443,5150.109,3.988707,-0.30846,0.166875
2M13324520+3834295,88.46805,75.65818,109.3631,-43.45478,0.09505443,5150.109,3.988707,-0.30846,0.166875
2M13324520+3834295,88.46805,75.65818,109.3631,-43.45478,0.09505443,5150.109,3.988707,-0.30846,0.166875
2M13334025+3822545,87.40925,75.68748,95.80858,-8.8377,0.1290445,4422.431,4.617083,-0.064877,-0.0346527
2M13334025+3822545,87.40925,75.68748,95.80858,-8.8377,0.1290445,4422.431,4.617083,-0.064877,-0.0346527
2M13334025+3822545,87.40925,75.68748,95.80858,-8.8377,0.1290445,4422.431,4.617083,-0.064877,-0.0346527
2M13345407+3817391,86.44886,75.59185,87.53291,0.1004934,0.07480036,4668.638,4.587904,0.055726,0.0191053
2M13345407+3817391,86.44886,75.59185,87.53291,0.1004934,0.07480036,4668.638,4.587904,0.055726,0.0191053
2M13345407+3817391,86.44886,75.59185,87.53291,0.1004934,0.07480036,4668.638,4.587904,0.055726,0.0191053
2M13373145+4032567,90.52442,73.54961,138.2218,-37.00896,0.0515866,4794.818,4.54455,0.25575,0.00387245
2M13373145+4032567,90.52442,73.54961,138.2218,-37.00896,0.0515866,4794.818,4.54455,0.25575,0.00387245
2M13374221+3946174,88.64176,74.12515,309.832,-23.96588,0.2312755,5223.545,3.843205,-0.05372,0.050995
2M13374221+3946174,88.64176,74.12515,309.832,-23.96588,0.2312755,5223.545,3.843205,-0.05372,0.050995
2M13375626+3911578,87.11397,74.52391,53.3825,-21.05404,0.0648081,5088.168,4.523221,-0.22051,0.0484173
2M13375626+3911578,87.11397,74.52391,53.3825,-21.05404,0.0648081,5088.168,4.523221,-0.22051,0.0484173
2M13380402+4022367,89.85594,73.61765,103.134,-18.52208,0.1116153,4875.666,4.363244,-0.42328,0.0755593
2M13380402+4022367,89.85594,73.61765,103.134,-18.52208,0.1116153,4875.666,4.363244,-0.42328,0.0755593
2M13381950+3833217,85.23371,74.94164,86.02511,-56.38104,0.1758087,5018.858,3.966003,-0.25251,0.233605
2M13381950+3833217,85.23371,74.94164,86.02511,-56.38104,0.1758087,5018.858,3.966003,-0.25251,0.233605
2M13382230+3935550,87.87084,74.17077,132.0249,-6.21002,0.08328608,5185.836,4.536512,-0.27112,0.0579623
2M13382230+3935550,87.87084,74.17077,132.0249,-6.21002,0.08328608,5185.836,4.536512,-0.27112,0.0579623
2M13384899+3840411,85.29508,74.78718,52.16316,-8.079353,0.0925306,5062.664,4.565868,-0.23775,0.0297813
2M13384899+3840411,85.29508,74.78718,52.16316,-8.079353,0.0925306,5062.664,4.565868,-0.23775,0.0297813
2M13385747+3841434,85.26569,74.75556,81.91678,-9.340582,4.440463,5113.419,4.525014,-0.58218,0.1983653
2M13385747+3841434,85.26569,74.75556,81.91678,-9.340582,4.440463,5113.419,4.525014,-0.58218,0.1983653
2M13385988+1743128,354.78476,75.54875,75.61041,14.90598,0.1645521,4576.703,4.59943,0.018581,0.0072997
2M13390988+4001282,88.47517,73.7504,247.0985,-22.27344,0.02598076,4648.516,4.596176,-0.060153,-0.0081357
2M11523536+2055423,234.5563,75.2165,125.5034,47.17807,0.02065269,4477.18,4.597919,-0.0032594,-0.0080817
2M11523688+5447394,140.12712,60.3267,85.03654,-12.98756,0.2306563,4859.423,4.536057,-0.26596,0.0352863
2M11523688+5447394,140.12712,60.3267,85.03654,-12.98756,0.2306563,4859.423,4.536057,-0.26596,0.0352863
2M11523688+5447394,140.12712,60.3267,85.03654,-12.98756,0.2306563,4859.423,4.536057,-0.26596,0.0352863
2M11525163+3520357,176.00854,75.05086,3.968962,9.178062,0,-9999,-9999,-9999,-9999
2M11525163+3520357,176.00854,75.05086,3.968962,9.178062,0,-9999,-9999,-9999,-9999
2M11530010+5346048,140.99538,61.26318,329.9587,5.360291,0.08126126,5107.557,3.451995,-0.28268,0.07165501
2M11530010+5346048,140.99538,61.26318,329.9587,5.360291,0.08126126,5107.557,3.451995,-0.28268,0.07165501
2M11530010+5346048,140.99538,61.26318,329.9587,5.360291,0.08126126,5107.557,3.451995,-0.28268,0.07165501
2M11530010+5346048,140.99538,61.26318,329.9587,5.360291,0.08126126,5107.557,3.451995,-0.28268,0.07165501
2M11531797+5509233,139.62161,60.04799,126.9468,7.222838,0.1203386,4338.086,4.603957,-0.22487,-0.0004021
2M11531797+5509233,139.62161,60.04799,126.9468,7.222838,0.1203386,4338.086,4.603957,-0.22487,-0.0004021
2M11532664+3457462,177.08826,75.33866,134.0923,8.349258,0.04706297,3775.046,4.677281,-0.0914,-0.0806277
2M11532664+3457462,177.08826,75.33866,134.0923,8.349258,0.04706297,3775.046,4.677281,-0.0914,-0.0806277
2M11533385+5626498,138.44027,58.90457,101.7017,-38.79316,0.02722394,3891.289,4.656119,-0.07676,-0.0369997
2M11533640+1853564,241.66065,74.3735,76.29749,9.54451,0.02007539,5012.73,3.815386,-0.15681,0.212195
2M11533640+1853564,241.66065,74.3735,76.29749,9.54451,0.02007539,5012.73,3.815386,-0.15681,0.212195
2M11535041+1943122,239.1841,74.8695,158.6114,8.032441,0.05675806,3942.106,4.62685,0.12791,-0.0691487
2M11535041+1943122,239.1841,74.8695,158.6114,8.032441,0.05675806,3942.106,4.62685,0.12791,-0.0691487
2M11535776+5614424,138.51236,59.11072,59.55198,-24.35476,0,3829.693,4.631623,-0.10035,-0.0429137
2M11535776+5614424,138.51236,59.11072,59.55198,-24.35476,0,3829.693,4.631623,-0.10035,-0.0429137
2M11540638+1807491,244.20863,74.02193,159.4606,28.58925,0.06807458,5141.094,3.4863,-0.52383,0.128605
2M11540638+1807491,244.20863,74.02193,159.4606,28.58925,0.06807458,5141.094,3.4863,-0.52383,0.128605
2M11541878+2101061,234.9851,75.6144,73.12418,7.144777,0.07696172,4827.342,4.487483,0.01536,0.0685023
2M11541878+2101061,234.9851,75.6144,73.12418,7.144777,0.07696172,4827.342,4.487483,0.01536,0.0685023
2M11542273+2034508,236.54976,75.41797,113.4817,-0.481857,0.4322961,3921.878,4.625678,-0.20121,-0.0331377
2M11542273+2034508,236.54976,75.41797,113.4817,-0.481857,0.4322961,3921.878,4.625678,-0.20121,-0.0331377
2M11543313+2003427,238.39666,75.19116,116.6246,-11.29672,0.07224596,4240.042,4.648403,-0.45685,-0.0113747
2M11543313+2003427,238.39666,75.19116,116.6246,-11.29672,0.07224596,4240.042,4.648403,-0.45685,-0.0113747
2M11543950+3453337,176.86032,75.59085,96.32255,-2.368652,14.04021,-9999,-9999,-9999,-9999
2M11543950+3453337,176.86032,75.59085,96.32255,-2.368652,14.04021,-9999,-9999,-9999,-9999
2M11544854+3418051,178.92704,75.89343,64.48573,-27.5896,0.1185463,4649.899,4.589785,-0.021406,0.0129877
2M11544854+3418051,178.92704,75.89343,64.48573,-27.5896,0.1185463,4649.899,4.589785,-0.021406,0.0129877
2M11545428+5458284,139.36942,60.31291,78.26734,-35.80872,0.05781001,4868.431,4.517189,0.080997,0.0375833
2M11545428+5458284,139.36942,60.31291,78.26734,-35.80872,0.05781001,4868.431,4.517189,0.080997,0.0375833
2M11545915+5521062,139.01793,59.97858,441.2554,-18.86178,0.0922277,5204.129,4.542469,-0.10096,0.0180483
2M11545915+5521062,139.01793,59.97858,441.2554,-18.86178,0.0922277,5204.129,4.542469,-0.10096,0.0180483
2M11550166+5406251,140.12354,61.09831,119.3285,16.05938,0.1360955,5014.765,4.538963,-0.054697,0.0485173
2M11550166+5406251,140.12354,61.09831,119.3285,16.05938,0.1360955,5014.765,4.538963,-0.054697,0.0485173
2M11550166+5406251,140.12354,61.09831,119.3285,16.05938,0.1360955,5014.765,4.538963,-0.054697,0.0485173
2M11550166+5406251,140.12354,61.09831,119.3285,16.05938,0.1360955,5014.765,4.538963,-0.054697,0.0485173
2M11550282+3405162,179.62546,76.0325,76.73324,-0.4606468,0.05344136,5204.185,4.501466,-0.11259,0.0366933
2M11550282+3405162,179.62546,76.0325,76.73324,-0.4606468,0.05344136,5204.185,4.501466,-0.11259,0.0366933
2M11551013+3513068,175.5165,75.52189,111.7884,-21.80484,0.08560442,5056.172,4.477558,-0.21301,0.0336473
2M11551013+3513068,175.5165,75.52189,111.7884,-21.80484,0.08560442,5056.172,4.477558,-0.21301,0.0336473
2M11552964+3502179,176.01172,75.66935,263.4794,45.11583,0.08322082,5157.745,3.32015,-0.36954,0.179645
2M11552964+3502179,176.01172,75.66935,263.4794,45.11583,0.08322082,5157.745,3.32015,-0.36954,0.179645
2M11554972+3521164,174.77332,75.56892,84.76762,-1.944141,0.2568489,4006.073,4.562983,-0.37421,-0.1522547
2M11554972+3521164,174.77332,75.56892,84.76762,-1.944141,0.2568489,4006.073,4.562983,-0.37421,-0.1522547
2M11562747+5353322,139.93102,61.3841,105.2021,-37.23778,0.02299665,4491.34,4.605879,-0.10378,-0.0004225
2M11562747+5353322,139.93102,61.3841,105.2021,-37.23778,0.02299665,4491.34,4.605879,-0.10378,-0.0004225
2M11562747+5353322,139.93102,61.3841,105.2021,-37.23778,0.02299665,4491.34,4.605879,-0.10378,-0.0004225
2M11562759+1822448,244.71715,74.61795,90.99168,19.0962,1.339852,3970.994,4.622576,-0.1239,-0.0379917
2M11562759+1822448,244.71715,74.61795,90.99168,19.0962,1.339852,3970.994,4.622576,-0.1239,-0.0379917
2M11563632+1906578,242.51551,75.07976,61.649,-27.29678,0.1747815,4586.733,4.595592,-0.14798,0.0344703
2M11563632+1906578,242.51551,75.07976,61.649,-27.29678,0.1747815,4586.733,4.595592,-0.14798,0.0344703
2M11565402+2022392,238.45443,75.82594,108.7537,-5.579925,0.1066194,3900.661,4.661875,-0.15529,-0.0345457
2M11565402+2022392,238.45443,75.82594,108.7537,-5.579925,0.1066194,3900.661,4.661875,-0.15529,-0.0345457
2M11565841+1851574,243.50044,75.00555,190.8316,-22.44787,0.03119878,4904.611,4.629355,-0.8759,0.1371153
2M11565841+1851574,243.50044,75.00555,190.8316,-22.44787,0.03119878,4904.611,4.629355,-0.8759,0.1371153
2M11570344+2049400,236.92892,76.0848,98.00178,6.021423,0.0253867,5129.767,4.534487,-0.21138,0.1194353
2M11570344+2049400,236.92892,76.0848,98.00178,6.021423,0.0253867,5129.767,4.534487,-0.21138,0.1194353
2M11571090+3433241,177.04344,76.20707,57.86816,-48.00932,0.05513147,4554.361,4.585335,-0.10268,0.0131648
2M11571090+3433241,177.04344,76.20707,57.86816,-48.00932,0.05513147,4554.361,4.585335,-0.10268,0.0131648
2M11571986+1700382,249.11145,73.91288,315.7849,-8.492594,0.06737401,4045.807,4.619712,-0.10747,-0.0518077
2M11572838+1832486,244.75994,74.91074,100.663,6.968187,0.1787006,4121.19,4.625081,-0.16677,-0.0381087
2M11572838+1832486,244.75994,74.91074,100.663,6.968187,0.1787006,4121.19,4.625081,-0.16677,-0.0381087
2M11574921+1603160,251.89025,73.35155,57.71048,-2.926997,0.1808759,4871.357,4.596622,-0.42636,0.0700773
2M11575035+5452089,138.68915,60.58913,38.10655,-6.890519,0.2315116,4429.265,4.640424,-0.53608,0.1631253
2M11575035+5452089,138.68915,60.58913,38.10655,-6.890519,0.2315116,4429.265,4.640424,-0.53608,0.1631253
2M11575061+2027389,238.63067,76.05813,171.5427,-20.25684,0.04168756,3754.195,4.659663,-0.26514,-0.0289257
2M11575061+2027389,238.63067,76.05813,171.5427,-20.25684,0.04168756,3754.195,4.659663,-0.26514,-0.0289257
2M14505934+3711329,62.26497,62.91376,67.47928,-9.223475,0.1252395,4912.386,2.282989,-0.83275,0.258755
2M14505934+3711329,62.26497,62.91376,67.47928,-9.223475,0.1252395,4912.386,2.282989,-0.83275,0.258755
2M14512706+3736516,63.11653,62.72645,107.8204,-62.49351,0.05329231,4891.925,4.55759,0.0054414,0.0848933
2M14512706+3736516,63.11653,62.72645,107.8204,-62.49351,0.05329231,4891.925,4.55759,0.0054414,0.0848933
2M14514665+3110065,48.93504,63.49899,135.4574,-35.25932,0.04442645,4730.758,3.098884,-0.014199,0.154015
2M14514665+3110065,48.93504,63.49899,135.4574,-35.25932,0.04442645,4730.758,3.098884,-0.014199,0.154015
2M14515490+3159413,50.78195,63.44239,131.7681,8.802521,0.04663292,4562.351,4.603963,0.0068285,-0.0056124
2M14515490+3159413,50.78195,63.44239,131.7681,8.802521,0.04663292,4562.351,4.603963,0.0068285,-0.0056124
2M14520272+3040341,47.83142,63.44644,59.43372,-16.93921,0.209105,4037.448,4.62748,-0.090046,-0.0374887
2M14520272+3040341,47.83142,63.44644,59.43372,-16.93921,0.209105,4037.448,4.62748,-0.090046,-0.0374887
2M14521969+3631307,60.71089,62.79427,197.6921,-4.354064,0.05374403,4272.316,4.604065,-0.11729,-0.0423437
2M14522183+3133214,49.79409,63.36423,291.8927,-27.57755,0.03114013,4975.789,3.752059,-0.24851,0.221085
2M14522183+3133214,49.79409,63.36423,291.8927,-27.57755,0.03114013,4975.789,3.752059,-0.24851,0.221085
2M14521252+3106223,48.79211,63.40784,60.37424,-12.6945,0.04836016,4860.861,3.540078,0.2232,0.043829
2M14521252+3106223,48.79211,63.40784,60.37424,-12.6945,0.04836016,4860.861,3.540078,0.2232,0.043829
2M14522769+3102396,48.65238,63.35458,36.2151,8.4196,0.3602054,3801.057,4.621733,0.11059,-0.0459507
2M14522769+3102396,48.65238,63.35458,36.2151,8.4196,0.3602054,3801.057,4.621733,0.11059,-0.0459507
2M14523692+3626255,60.50432,62.75444,77.54956,-32.43198,0.1754338,4682.586,4.581076,-0.10723,0.010813
2M14524776+3647041,61.22328,62.64978,55.7424,18.71184,0.1159854,4341.345,4.576226,0.019388,-0.0222557
2M14525264+3043387,47.94544,63.26755,86.28609,-18.0412,0.03542617,4230.704,4.594229,-0.038203,-0.0337757
2M14525264+3043387,47.94544,63.26755,86.28609,-18.0412,0.03542617,4230.704,4.594229,-0.038203,-0.0337757
2M14525282+3211207,51.19185,63.22857,84.49879,-17.2505,0.008190886,4996.381,4.55666,0.053868,0.0146103
2M14525282+3211207,51.19185,63.22857,84.49879,-17.2505,0.008190886,4996.381,4.55666,0.053868,0.0146103
2M14531062+3112556,49.02774,63.19892,160.0604,-28.18326,0.0676748,4687.51,4.603787,-0.092167,0.0175423
2M14531062+3112556,49.02774,63.19892,160.0604,-28.18326,0.0676748,4687.51,4.603787,-0.092167,0.0175423
2M14533578+3818578,64.36302,62.14462,103.871,-43.93091,0.1231457,4483.176,4.618788,-0.14165,0.003766
2M14533578+3818578,64.36302,62.14462,103.871,-43.93091,0.1231457,4483.176,4.618788,-0.14165,0.003766
2M14534185+3618591,60.14839,62.56444,76.35252,-11.49942,0.03516274,4500.759,4.608412,-0.0015759,0.0133482
2M14535051+3808548,63.99018,62.13951,100.5966,1.954939,0.06933311,4672.204,4.612316,-0.23009,0.0489403
2M14535051+3808548,63.99018,62.13951,100.5966,1.954939,0.06933311,4672.204,4.612316,-0.23009,0.0489403
2M14535942+3827145,64.60653,62.03504,104.2714,-15.2511,10.24009,4970.284,4.598156,-0.035979,-0.009560701
2M14535942+3827145,64.60653,62.03504,104.2714,-15.2511,10.24009,4970.284,4.598156,-0.035979,-0.009560701
2M14540487+3134286,49.81186,62.99803,217.6551,-25.93199,0.1646682,5001.436,3.566402,-0.31891,0.169875
2M14540487+3134286,49.81186,62.99803,217.6551,-25.93199,0.1646682,5001.436,3.566402,-0.31891,0.169875
2M14540527+3601534,59.50951,62.53892,77.56194,-19.84459,0.1533084,4843.672,4.583136,-0.39048,0.2455253
2M14541129+3714567,62.07889,62.28011,62.08454,-40.20168,0.09487528,4870.881,4.547507,0.026575,0.0630763
2M14541129+3714567,62.07889,62.28011,62.08454,-40.20168,0.09487528,4870.881,4.547507,0.026575,0.0630763
2M14542303+3122323,49.37086,62.93821,80.87067,-6.503327,0,3871.535,4.713703,0.17458,-0.0213227
2M14542303+3122323,49.37086,62.93821,80.87067,-6.503327,0,3871.535,4.713703,0.17458,-0.0213227
2M14544334+3725324,62.39911,62.13811,1214.085,-20.91374,0.06499002,4599.776,2.527468,-0.064501,0.099675
2M14544334+3725324,62.39911,62.13811,1214.085,-20.91374,0.06499002,4599.776,2.527468,-0.064501,0.099675
2M14545916+3704260,61.63946,62.16176,57.09538,-12.54611,0.07594215,4596.722,4.576389,0.11168,-0.0257027
2M14545916+3704260,61.63946,62.16176,57.09538,-12.54611,0.07594215,4596.722,4.576389,0.11168,-0.0257027
2M14553278+3120172,49.27912,62.69073,127.8561,-9.038045,0.07694646,4769.004,4.572334,0.13423,0.0376203
2M14553278+3120172,49.27912,62.69073,127.8561,-9.038045,0.07694646,4769.004,4.572334,0.13423,0.0376203
2M14553828+2955166,46.19277,62.65911,231.2578,22.17189,0.0625717,4946.428,3.556635,-0.026581,0.154065
2M14553952+3145511,50.20588,62.65712,1223.483,-139.9434,1.113057,3641.013,0.7233638,-0.85519,0.296865
2M14553952+3145511,50.20588,62.65712,1223.483,-139.9434,1.113057,3641.013,0.7233638,-0.85519,0.296865
2M14554170+3646382,60.95719,62.08252,113.9033,6.873926,0.1920763,4387.132,4.588154,-0.1715,-0.0221027
2M14554170+3646382,60.95719,62.08252,113.9033,6.873926,0.1920763,4387.132,4.588154,-0.1715,-0.0221027
2M14554337+3055479,48.38937,62.65645,48.91959,7.186575,0.0774313,4936.361,4.546984,0.051272,0.0317273
2M14554337+3055479,48.38937,62.65645,48.91959,7.186575,0.0774313,4936.361,4.546984,0.051272,0.0317273
2M14555190+3554041,59.09955,62.207,180.8323,-21.90431,0.03907304,4232.874,4.611469,-0.19008,-0.0380647
2M14555386+3604472,59.47455,62.1703,94.46962,-54.93647,0.1907274,4484.75,4.598709,-0.094224,0.0992043
2M14560580+3602065,59.36568,62.13828,113.959,-9.086616,0.06440663,4872.266,4.571412,0.059268,0.0212943
2M14560911+3802196,63.53296,61.72437,141.5991,-11.96391,0.08648604,4129.359,4.635017,-0.15388,-0.0388167
2M14560911+3802196,63.53296,61.72437,141.5991,-11.96391,0.08648604,4129.359,4.635017,-0.15388,-0.0388167
2M14561222+3734437,62.58056,61.81796,135.7146,-27.86617,0.1356217,4492.722,4.621819,-0.29459,0.0182963
