-3.383002758026123047e+00	3.579699993133544922e+00	1.874986104667186737e-02	0.000000000000000000e+00	2.023751680000000000e+08	1.067723393440246582e+00	5.879354476928710938e+00	1.286350131034851074e+00
8.183395862579345703e-02	3.579799890518188477e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.023751680000000000e+08	1.094792604446411133e+00	9.367404937744140625e+00	1.315026044845581055e+00
3.549020767211914062e+00	3.579900026321411133e+00	2.089235484600067139e-01	0.000000000000000000e+00	2.023751680000000000e+08	1.094393491744995117e+00	8.900616645812988281e+00	1.334257245063781738e+00
2.434025287628173828e+00	3.579999923706054688e+00	2.197888493537902832e-01	0.000000000000000000e+00	2.013265920000000000e+08	1.093910574913024902e+00	8.505857467651367188e+00	1.328726887702941895e+00
4.549302101135253906e+00	3.580100059509277344e+00	2.046366930007934570e-01	0.000000000000000000e+00	6.710886400000000000e+07	1.093129754066467285e+00	8.241519927978515625e+00	1.321781635284423828e+00
6.658079147338867188e+00	3.580199956893920898e+00	2.165496945381164551e-01	0.000000000000000000e+00	1.048576000000000000e+06	1.089542627334594727e+00	8.060085296630859375e+00	1.319175124168395996e+00
5.088278770446777344e+00	3.580300092697143555e+00	2.276329994201660156e-01	0.000000000000000000e+00	1.048576000000000000e+06	1.088885545730590820e+00	7.978050708770751953e+00	1.314963459968566895e+00
4.418091773986816406e+00	3.580399990081787109e+00	2.389456182718276978e-01	0.000000000000000000e+00	1.048576000000000000e+06	1.088184118270874023e+00	7.966635704040527344e+00	1.311855673789978027e+00
1.512841343879699707e+00	3.580499887466430664e+00	2.679519653320312500e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.088191390037536621e+00	7.983756542205810547e+00	1.348765611648559570e+00
1.135878205299377441e+00	3.580600023269653320e+00	2.798712849617004395e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.087738752365112305e+00	8.060474395751953125e+00	1.364989161491394043e+00
4.882043361663818359e+00	3.580699920654296875e+00	2.719022631645202637e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.086423039436340332e+00	8.187219619750976562e+00	1.341683983802795410e+00
3.051322221755981445e+00	3.580800056457519531e+00	2.813596427440643311e-01	0.000000000000000000e+00	1.048576000000000000e+06	1.084374547004699707e+00	8.294941902160644531e+00	1.338949680328369141e+00
4.751002192497253418e-01	3.580899953842163086e+00	2.967616915702819824e-01	0.000000000000000000e+00	1.048576000000000000e+06	1.083632111549377441e+00	8.379073143005371094e+00	1.344861268997192383e+00
1.776483774185180664e+00	3.581000089645385742e+00	3.008597195148468018e-01	0.000000000000000000e+00	1.048576000000000000e+06	1.082739233970642090e+00	8.483596801757812500e+00	1.306086540222167969e+00
2.976412534713745117e+00	3.581099987030029297e+00	2.959822118282318115e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.081884622573852539e+00	8.578969955444335938e+00	1.325503349304199219e+00
3.515150547027587891e+00	3.581199884414672852e+00	2.849456369876861572e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.080713748931884766e+00	8.632778167724609375e+00	1.333146810531616211e+00
4.141522884368896484e+00	3.581300020217895508e+00	2.703577876091003418e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.079277634620666504e+00	8.620608329772949219e+00	1.299864649772644043e+00
3.049672126770019531e+00	3.581399917602539062e+00	2.756330072879791260e-01	0.000000000000000000e+00	1.048576000000000000e+06	1.079047083854675293e+00	8.667039871215820312e+00	1.311099648475646973e+00
2.279564857482910156e+00	3.581500053405761719e+00	2.818115353584289551e-01	0.000000000000000000e+00	1.048576000000000000e+06	1.077992081642150879e+00	8.684338569641113281e+00	1.342954754829406738e+00
1.675095558166503906e-01	3.581599950790405273e+00	2.928264439105987549e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.077608942985534668e+00	8.701754570007324219e+00	1.333183169364929199e+00
2.298990339040756226e-01	3.581700086593627930e+00	2.933025062084197998e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.078042268753051758e+00	8.735999107360839844e+00	1.336009740829467773e+00
2.387006431818008423e-01	3.581799983978271484e+00	2.920707464218139648e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.077624320983886719e+00	8.686145782470703125e+00	1.339648246765136719e+00
1.926950454711914062e+00	3.581899881362915039e+00	2.636028230190277100e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.078108310699462891e+00	8.650034904479980469e+00	1.331323266029357910e+00
3.797503709793090820e+00	3.582000017166137695e+00	2.507561445236206055e-01	0.000000000000000000e+00	1.048576000000000000e+06	1.078553318977355957e+00	8.539613723754882812e+00	1.337580204010009766e+00
1.617341756820678711e+00	3.582099914550781250e+00	2.719076871871948242e-01	0.000000000000000000e+00	1.048576000000000000e+06	1.078221082687377930e+00	8.300228118896484375e+00	1.359934210777282715e+00
4.372338294982910156e+00	3.582200050354003906e+00	2.813349366188049316e-01	0.000000000000000000e+00	1.048576000000000000e+06	1.077552914619445801e+00	8.062214851379394531e+00	1.362662792205810547e+00
1.113804173655807972e-03	3.582299947738647461e+00	3.141468465328216553e-01	0.000000000000000000e+00	1.048576000000000000e+06	1.077543854713439941e+00	7.871944427490234375e+00	1.340811610221862793e+00
-2.566920757293701172e+00	3.582400083541870117e+00	2.437852621078491211e-01	0.000000000000000000e+00	1.900544000000000000e+06	1.075634121894836426e+00	7.515890121459960938e+00	1.321981549263000488e+00
-4.833572208881378174e-01	3.582499980926513672e+00	2.284324914216995239e-01	0.000000000000000000e+00	1.900544000000000000e+06	1.074411630630493164e+00	7.453671932220458984e+00	1.332938551902770996e+00
4.855791568756103516e+00	3.582600116729736328e+00	2.002581208944320679e-01	0.000000000000000000e+00	1.900544000000000000e+06	1.073915243148803711e+00	7.023324012756347656e+00	1.360910058021545410e+00
2.910624742507934570e+00	3.582700014114379883e+00	2.125784456729888916e-01	0.000000000000000000e+00	1.900544000000000000e+06	1.073524355888366699e+00	6.198289871215820312e+00	1.342182993888854980e+00
-7.499893903732299805e-01	3.582799911499023438e+00	2.294188290834426880e-01	0.000000000000000000e+00	1.900544000000000000e+06	1.072565197944641113e+00	5.550347805023193359e+00	1.333188414573669434e+00
2.308875083923339844e+00	3.582900047302246094e+00	2.200979590415954590e-01	0.000000000000000000e+00	1.900544000000000000e+06	1.072003364562988281e+00	5.987966537475585938e+00	1.338604807853698730e+00
5.718391895294189453e+00	3.582999944686889648e+00	2.049489170312881470e-01	0.000000000000000000e+00	1.900544000000000000e+06	1.070767164230346680e+00	8.027229309082031250e+00	1.347565412521362305e+00
2.047758340835571289e+00	3.583100080490112305e+00	2.176254540681838989e-01	0.000000000000000000e+00	1.900544000000000000e+06	1.070001482963562012e+00	1.058594799041748047e+01	1.359755516052246094e+00
-9.179058074951171875e-01	3.583199977874755859e+00	2.214080840349197388e-01	0.000000000000000000e+00	1.900544000000000000e+06	1.069977402687072754e+00	1.229469871520996094e+01	1.369938015937805176e+00
2.750741243362426758e+00	3.583300113677978516e+00	2.031597346067428589e-01	0.000000000000000000e+00	1.900544000000000000e+06	1.070190787315368652e+00	1.278997802734375000e+01	1.342478275299072266e+00
